469005101001,重兴墟社区,469005101,文昌市重兴镇重兴墟社区
469005101002,三角庭圩社区,469005101,文昌市重兴镇三角庭圩社区
469005101200,加昌村,469005101,文昌市重兴镇加昌村
469005101201,群先村,469005101,文昌市重兴镇群先村
469005101202,重建村,469005101,文昌市重兴镇重建村
469005101203,重兴村,469005101,文昌市重兴镇重兴村
469005101204,东风村,469005101,文昌市重兴镇东风村
469005101205,新风村,469005101,文昌市重兴镇新风村
469005101206,新寨村,469005101,文昌市重兴镇新寨村
469005101207,联星村,469005101,文昌市重兴镇联星村
469005101208,光大村,469005101,文昌市重兴镇光大村
469005101209,甘村,469005101,文昌市重兴镇甘村
469005101210,养成村,469005101,文昌市重兴镇养成村
469005101211,跃进村,469005101,文昌市重兴镇跃进村
469005101212,育英村,469005101,文昌市重兴镇育英村
