500236122001,市场社区,500236122,奉节县竹园镇市场社区
500236122002,竹园社区,500236122,奉节县竹园镇竹园社区
500236122003,高治社区,500236122,奉节县竹园镇高治社区
500236122200,无山村,500236122,奉节县竹园镇无山村
500236122201,岔河村,500236122,奉节县竹园镇岔河村
500236122202,建设村,500236122,奉节县竹园镇建设村
500236122204,龙潭村,500236122,奉节县竹园镇龙潭村
500236122205,金狮村,500236122,奉节县竹园镇金狮村
500236122206,红马村,500236122,奉节县竹园镇红马村
500236122207,百步村,500236122,奉节县竹园镇百步村
500236122208,华吉村,500236122,奉节县竹园镇华吉村
500236122209,义和村,500236122,奉节县竹园镇义和村
500236122210,草坪村,500236122,奉节县竹园镇草坪村
500236122211,邓坪村,500236122,奉节县竹园镇邓坪村
500236122212,九龙村,500236122,奉节县竹园镇九龙村
500236122214,五龙村,500236122,奉节县竹园镇五龙村
500236122215,亭子村,500236122,奉节县竹园镇亭子村
500236122216,丰竹村,500236122,奉节县竹园镇丰竹村
